,tweet_raw_text,task_1
1160,: The women of this country are going to need to rise the fuck up and take care of this outpouring of misogyny in so many fo,HOF
1161,: My dads cooking ISIS really fucking bad,HOF
1162,"remember that one dating site, think about that commercial a lot, it's hammered into my subconscious.",NOT
1163,"It pains me so much that this idiot, nonentity, vagabond, asshole, piece of shit is from m",HOF
1164,: I would rather die of thirst then drink a fucking root beer,HOF
1165,: I'll never know if I'm truly straight tbh...messi hasn't asked me to suck his dick yet.,HOF
1166,You were right about the simple bit,NOT
1167,: Me: sos are such idiotsSomeone else: sos are a bunch of idiotsMe:,HOF
1168,BITCH BYEE MY SHIT BE SWIMMING,HOF
1169,And the cutest EVER !!!,NOT
1170,Taking a shit in the dark to prove to my offices light timer that it's not better than me,HOF
1171,: girls are suckers for simple shit all u gotta do is give her flowers and she gonna probably start crying LMFAOOO,HOF
1172,This needs to change. We need to do better. We need to show survivors that they matter and predators that their act,NOT
1173,: Armys always apologizing for shit they didn't do lmao,HOF
1174,: if you had one of these growing up youre a guaranteed bad bitch now.,HOF
1175,": Idk why youre cappin acting like you dont be having unprotected sex with my brother. If youre against abortions, dont",NOT
1176,: When people do stupid ish and you warned them not to,HOF
1177,On God. This is why people do illegal shit I swear,HOF
1178,: WE WON !! TWO AWARDS !! TODAY !! WHAT A !!! MILESTONE !!!,NOT
1179,: ***BREAKING***Vice President of the United States of America Mike Pence calls on Democrats to remove embattled Rep. Ilha,NOT
1180,This movie evacuated everyone's minds but the merch fucking banged. Even the GBA game man disney is doing it right,HOF
1181,She is the Terrorist... Deport this America Hating Trash!,HOF
1182,: THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE T,NOT
1183,"Timothy Weah has been a bit part player and a prospect, but that's all, a prospect. He's gone, it's over",NOT
1184,": I dislike the all or none why not both mentality.Yes youre allowed to like everything you want, thats fine. But th",NOT
1185,There's this scene where the protagonist's father is teaching him to box. And the father tells him about his own pe,NOT
1186,"""Why don't you know bitch""",HOF
1187,": All these horrific, insane state abortion laws are designed to go to the Kavanaugh court. Women will probably spend th",NOT
1188,: Im glad Im the type of friend thatll call that kind of shit out fr fuck that Im glad NONE of my friends and family be,HOF
1189,: Kevin Durant went down and the Woulda Coulda Ass Rockets couldnt even get a game against Kevon Looney and Jonas Jerebko. Be,NOT
1190,: .: Has the President or anyone else at the White House ever suggested that you investigate anyone? Yes or no,NOT
1191,SO NOW JON GOING BEYOND THE WALL TO LIVE AS A WILDLING FR WHAT THE FUCK WAS THIS SHIT?!?!?,HOF
1192,: scar fma commission for ! Mr Scar Sir youre very handsome,NOT
1193,: Get fucking Vice,HOF
1194,big Sigh . m so tired,NOT
1195,: LOOK I WROTE CODE FILES FOR A YEAR BEFORE I SWITCHED TO THE MANAGEMENT TRACK SO I AM PERFECTLY CAPABLE OF JUDGING THE TECHNICA,NOT
1196,: Trump was at his golf course for over four and a half hours yesterday. Thats the nd day hes spent at one of his properties,NOT
1197,": one thing about me , ion kiss ass. lmao fuck you",HOF
1198,Shame about the world ending init.,NOT
1199,My mom is not one to be judge mental but if you fuck with me or anything she will roast you harder than i ever could,HOF
1200,Fucking Larry lol,HOF
1201,: Ive never felt so sick to my stomach while watching something. abortion is NOT murder and blatantly lying to try to ma,NOT
1202,: .: Has the president or anyone at the White House ever asked or suggested you open an investigation into anyon,NOT
1203,Suck my pussy,HOF
1204,": Trump couldn't be more right here. The Dems banned Fox the primaries, yet Fox goes out of their way to give the Dems thi",NOT
1205,vote for bts at the bbmas and i'll eat ur ass BTS,NOT
1206,: me in : sansa stark queen in the northhaters: delusional bitch its never gonna happenme in :,HOF
1207,: Go check out Noels review of the same flight I was on. Poor Noel was only two rows behind me but might as well have bee,NOT
1208,Who watched LHHNY? Cuz Britney a whole BITCH and a rat,HOF
1209,"You are vile, evil, criminal, a cheat, a fraud, a liar, a fool. You are corrupt, you are unfit, yo",HOF
1210,Do you know which two REC line workers have volunteered to help bring first-time electricity to a rural Bolivian vi,NOT
1211,: Teacher: no question is a dumb questionThe kid nobody likes: *asks a question*The rest of the class:,NOT
1212,": Hi Armys,This is for people who have asthma and need their inhalator at the concert. I asked Stade de France if we ar",NOT
1213,: This is the third case in less than a year in which a former US intelligence officer has pled or been found guilty of conspi,NOT
1214,: After NaLu one of my favourite couple ----------------------------------------------------------------------------------,NOT
1215,I want to go to prom without a date,NOT
1216,": Thing that annoys me the most is blaming peoples bad mental health for drinking or drugs, and never thinking about the rea",NOT
1217,"Idiotic MPs,they go to hell",HOF
1218,Steph Curry is my father-Pavy,NOT
1219,: I dont give a fuck about you. What I DO give a fuck about us the size of your bank account,HOF
1220,I NEED A LIVEATREAM,NOT
1221,"This dude is fucking ridiculous, is he made of rubber?",NOT
1222,Hes better than Matip!,NOT
1223,": Arya Stark will not be the poster girl for this misogynistic trash.Skills, jobs &amp; hobbies that are traditionally framed as f",HOF
1224,: over billion people in this world and you think I'm gonna chase someone who doesn't even want me? hahahthat's exactly what,NOT
1225,: Ready for the fastest international bo5 ever played?,NOT
1226,Missed the garage sale. He usually gets one for Fathers Day or his birthday to add to his collection.,NOT
1227,: I have very few good ass friends couldnt ask for more all I need,HOF
1228,Fuck today,HOF
1229,"If we would stop treating clinical terms as taboo, they wouldn't be taboo. Saying words like ""penis"" ""vagina"" ""sper",NOT
1230,: You know why doesnt wear glasses?????Cause hes got !!!!!,NOT
1231,: James Charles fr pulled a whole ass reverse Uno 'no u' card on Tati and Jeffree,HOF
1232,hey can someone please tell me to fuck off very hard? thank you,HOF
1233,stop sending hate to aiden gallagher. that's STUPID. he's only and invent things about him just to send him hate,NOT
1234,"Sometimes I think, are there any people who see my arts and just: ""Oh no, is that the one that does those shitty seafire stuff""",NOT
1235,You're too much.,NOT
1236,someone said I look like max theiriot and now no one can tell me shit about my looks. best compliment ever.,HOF
1237,I dont think youd get a whole lota cash doing that and the probability of you getting caught is very high,NOT
1238,: Dont nobody wanna see that shit.,HOF
1239,: Scroll downKeep scrollingnow youre obligated to reply wi,NOT
1240,"jesus christ, the replies on this. the shit diane abbott gets is unreal. so many bitter angry miserable people. she",HOF
1241,people followed me // automatically checked by,NOT
1242,I dont need u,NOT
1243,thank you holy fuck,HOF
1244,I CAN DIE IN PEACE NOW,NOT
1245,the south is an embodiment of almost everything i dont like so why i am here! silliness,NOT
1246,"When I come out of the exam, I dont want anyone to come talk to me about the exam. I will literally just air you !!!",NOT
1247,: people will apologize and go back on their bullshit the next fucking day,HOF
1248,: Fuck all these females tbh all I need is my homies.... about to risk it all,HOF
1249,: Fuck bro I hate locking my car and forgetting my keys,HOF
1250,Ima tell her bitch watch yo mouth dont be sorry be careful bitch that's my nigga pill cosby,HOF
1251,": ""Trump is a f**king idiot,"" Graham quotes former FBI agent Peter Strzok's text during Barr hearing. Then, he says, ""Sorry to t",HOF
1252,: So...Republicans want the government to control womens bodies but dont want to control guns that kill children?Does th,NOT
1253,"Same, you seem so lovely x thank you",NOT
1254,When are you getting on worst games on roblox,NOT
1255,WHATbut they're the cutest,NOT
1256,: Bitch you aint have to Blocc me,HOF
1257,: Daily reminder the MCUs treatment of Black Widow is fucking ass,HOF
1258,Should the Jewish Americans side with the Nazis w/ AR-15s or the left ? Did they just ask that ?,NOT
1259,Those crickets are as loud as EVER on full display,NOT
1260,: Please you're allowed to brush your teeth during Ramadan.You're allowed to brush your teeth during Ramadan.You're allowed t,NOT
1261,: My piece in on how whitewashes inflammatory behaviour as UNCONSCIOUS BIAS; perpetuates B,NOT
1262,": MTV BRA Metrics ""KPOP EXPLOSION"" (Estimated Total Update)1. : M2. E: K3. G: K4. B: K",NOT
1263,: WARNINGI DON'T CARE HOW MUCH YOU SCREAM IM GONNA FUCK YOU HARDER. SORRY BUT IM JUST THE REAL STRICT TOP NIGGA TH,HOF
1264,get out my face,NOT
1265,Only fuck w this weather for da beanies,HOF
1266,"Stan collymore, dont think I need to say any more...",NOT
1267,BECAUSE HES FAT HAHA. BIG SEXY LMAO!,HOF
1268,: Ppl think Im nuts when I say I want to date to marry bc Im .. like we dont gotta get married fuckin tomorrow or ev,HOF
1269,Im stupid and it was really close to our gas stove too. If I went outside to smoke that shit could have went the f,HOF
1270,Mothers Day is super important to my mom because her mom passed away,NOT
1271,Whoever forgot to tell Putin about that carpet better not go near open windows in tall buildings this weekend.,NOT
1272,: raw sex = you better not be fucking anyone else,HOF
1273,: Fuck the food thats my fucking song!!!!,HOF
1274,": A reminder - we want to start live streaming games direct to YouTube, but we need your help! We have to reach k subscrib",NOT
1275,": Literally though, what the fuck am I doing here?",HOF
1276,Fuck em,HOF
1277,Need some for WW2 $8s with Tarzan Intechs Cruce Unrational and Sammy,NOT
1278,: We thought we would be getting actual proper spoilers but all we got were strange noises and random hype movements never,NOT
1279,": JADE .The Past, Meets PresentArtWork By me!What do you think?",NOT
1280,yelling for no reason doesnt make you a bad bitch it just makes you fucking annoying,HOF
1281,: The President is very obviously laying the groundwork to abuse his office in order to sic the power of the state on his po,NOT
1282,: HELL FUCKING NO!!!!,HOF
1283,: Scroll downKeep scrollingnow youre obligated to stre,NOT
1284,"It's May , at :00PM",NOT
1285,": Thank you, ! Lindsey Graham saying ""Trump is a fucking idiot"" on loop.",HOF
1286,Youll get by with a smileeee,NOT
1287,": If you're interested in the future of polymers and you're not following live tweeting , it's ti",NOT
1288,: After getting his ass beat like that I would not have let him drive immediately. Maybe offer to drive him to a parking lot or,NOT
1289,Minnie Jackson was talking her shit on this record bruh,HOF
1290,": Now, we judge Nap to go. There plenty dems in the crowded line up.",NOT
1291,One idiot throwing people in a fountain,HOF
1292,"And if they decide to use other markets than US?EU for instance? Either way, you are fucking your",HOF
1293,: I use yall here bc I cannot relate ijn. My confrontational ass is just waiting for anyone to do something I dont like so,HOF
1294,: When i was I turned cause Fuck,HOF
1295,"Atta boy, Manny, get Swarzak in when the game isn't on the line for awhile. Get him right.",NOT
1296,Glad Im not the old me cuz Id be talking cash shit,HOF
1297,Im following for that good gay shit,HOF
1298,People on this thread who are acting like alienating an audience is no big deal need to look at Dicks Sp,HOF
1299,: idc im tired of people acting like america is some kind of holy place and it should be all artists/groups biggest goal in,NOT
1300,": Dear Darla, you make me sick. You are the scum between my toes.",HOF
